lead_origin,lead_source,do_not_email,do_not_call,total_visits,total_time_on_website,page_views_per_visit,last_activity,country,specialization,occupation,course_selection_priority,search,magazine,newspaper_article,x_education_forums,newspaper,digital_advertisement,through_recommendations,receive_course_updates,tags,lead_quality,supply_chain_updates,dm_content_updates,lead_profile,city,asym_activity_index,asym_profile_index,asym_activity_score,asym_profile_score,agreed_to_pay_cheque,free_interview_guide,last_notable_activity,lead_source_was_missing,total_visits_was_missing,specialization_was_missing,occupation_was_missing,city_was_missing,heard_about_source_was_missing,asym_data_missing,conversion_probability,rank,priority_tier,true_label
Landing Page Submission,Organic Search,0,0,3,121,3.0,SMS Sent,India,Business Administration,,,0,0,0,0,0,0,0,0,,,0,0,,,2,3,14.0,17.0,0,0,Modified,0,0,0,1,1,1,0,0.0542306516296751,1616,Cold,0
Landing Page Submission,Google,0,0,8,100,2.67,SMS Sent,India,Operations Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,18.0,0,0,Modified,0,0,0,1,0,0,0,0.05410052646147455,1617,Cold,0
Landing Page Submission,Google,0,0,4,108,4.0,SMS Sent,India,Healthcare Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,2,14.0,15.0,0,0,Modified,0,0,0,1,0,0,0,0.053720552204381794,1618,Cold,0
Landing Page Submission,Google,0,0,3,240,3.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Cities,2,2,13.0,16.0,0,0,Email Opened,0,0,0,0,0,0,0,0.05362948225014137,1619,Cold,0
API,Google,0,0,2,234,2.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,Select,,1,2,12.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.05351138351525634,1620,Cold,0
API,Olark Chat,1,0,0,0,0.0,Email Bounced,,,,,0,0,0,0,0,0,0,0,Lost to EINS,,0,0,,,2,2,14.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.053472762673519955,1621,Cold,1
API,Olark Chat,1,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,15.0,0,0,Olark Chat Conversation,0,0,1,1,1,1,0,0.053472762673519955,1622,Cold,0
API,Olark Chat,0,0,1,119,1.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,0,0,Olark Chat Conversation,0,0,1,1,1,1,1,0.05330134769082984,1623,Cold,0
API,Google,0,0,4,229,1.33,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,,2,2,13.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.05327292054845137,1624,Cold,0
Landing Page Submission,Google,1,0,3,263,3.0,SMS Sent,India,Operations Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,,,,,0,0,Modified,0,0,0,1,0,0,1,0.05311381382656315,1625,Cold,0
Landing Page Submission,Google,0,0,4,113,4.0,SMS Sent,India,"Banking, Investment And Insurance",,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,18.0,0,0,SMS Sent,0,0,0,1,0,0,0,0.052988330768705856,1626,Cold,0
Landing Page Submission,Google,0,0,5,409,5.0,Email Opened,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,2,14.0,15.0,0,0,Email Opened,0,0,0,1,0,0,0,0.05259574963998716,1627,Cold,0
Landing Page Submission,Google,0,0,5,232,2.5,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Might be,0,0,Other Leads,Other Cities,2,2,13.0,16.0,0,0,Email Opened,0,0,0,0,0,0,0,0.052569331010305,1628,Cold,0
Landing Page Submission,Organic Search,1,0,12,218,12.0,Unsubscribed,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Other Leads,Mumbai,,,,,0,1,Unsubscribed,0,0,0,0,0,1,1,0.0524757503085778,1629,Cold,1
Landing Page Submission,Direct Traffic,0,0,3,173,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Not Sure,0,0,Select,Mumbai,2,3,13.0,18.0,0,1,SMS Sent,0,0,0,0,0,1,0,0.052362582038765586,1630,Cold,0
Landing Page Submission,Google,0,0,7,136,3.5,Email Opened,India,Finance Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,18.0,0,0,Email Opened,0,0,0,1,0,0,0,0.05201619535592334,1631,Cold,0
Landing Page Submission,Direct Traffic,0,0,6,95,2.0,Email Opened,Canada,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,2,3,13.0,18.0,0,1,Email Opened,0,0,0,0,0,1,0,0.05127871999088434,1632,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,329,2.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,Mumbai,,,,,0,1,Modified,0,0,0,0,0,1,1,0.05118242735086646,1633,Cold,0
Landing Page Submission,Organic Search,0,0,8,36,2.0,Email Opened,India,International Business,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,2,2,14.0,16.0,0,1,Email Opened,0,0,0,1,0,1,0,0.051074966261302354,1634,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,166,4.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,1,3,10.0,18.0,0,0,Modified,0,0,1,0,0,0,0,0.050917758238661195,1635,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,269,2.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Thane & Outskirts,,,,,0,1,Page Visited on Website,0,0,0,0,0,1,1,0.05089819734882234,1636,Cold,0
Landing Page Submission,Direct Traffic,1,0,3,711,3.0,SMS Sent,India,Services Excellence,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,wrong number given,Not Sure,0,0,Select,Mumbai,2,2,13.0,15.0,0,0,SMS Sent,0,0,0,0,0,1,0,0.0502983490295564,1637,Cold,0
API,Google,0,0,2,114,2.0,Converted to Lead,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested  in full time MBA,,0,0,Potential Lead,,2,2,13.0,16.0,0,0,Modified,0,0,1,0,1,1,0,0.04980130610064406,1638,Cold,0
Landing Page Submission,Direct Traffic,1,0,4,104,4.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Not Sure,0,0,Select,Other Cities of Maharashtra,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.04975662662762816,1639,Cold,0
API,Organic Search,0,0,3,124,3.0,Converted to Lead,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.049736637434111795,1640,Cold,0
Landing Page Submission,Google,0,0,6,107,3.0,Email Opened,India,"Banking, Investment And Insurance",,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,18.0,0,0,Email Opened,0,0,0,1,0,0,0,0.04963834046588735,1641,Cold,0
API,Google,0,0,3,88,1.5,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Not Sure,0,0,Select,,2,2,13.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.04910185669980462,1642,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,122,2.0,Email Bounced,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Select,Mumbai,,,,,0,1,Modified,0,0,0,0,0,1,1,0.04871182916427237,1643,Cold,0
Landing Page Submission,Direct Traffic,1,0,4,383,4.0,SMS Sent,,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,,0,0,Select,Other Cities of Maharashtra,,,,,0,0,SMS Sent,0,0,0,0,0,1,1,0.04838823633738679,1644,Cold,0
API,Referral Sites,0,0,2,491,2.0,Converted to Lead,India,,,,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,,,2,2,13.0,13.0,0,0,Modified,0,0,1,1,1,1,0,0.048372926373816814,1645,Cold,0
API,Organic Search,1,0,10,371,3.33,Page Visited on Website,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,0,0,Page Visited on Website,0,0,1,1,1,1,1,0.04804910456731787,1646,Cold,0
API,Google,0,0,2,39,2.0,SMS Sent,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.047903075390243494,1647,Cold,1
Landing Page Submission,Direct Traffic,0,0,1,312,1.0,Converted to Lead,United Arab Emirates,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,Worst,0,0,Other Leads,Mumbai,1,3,11.0,18.0,0,1,Modified,0,0,0,0,0,1,0,0.04788890475812979,1648,Cold,0
Landing Page Submission,Google,0,0,3,124,1.5,Email Opened,India,Finance Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,2,3,14.0,17.0,0,0,Modified,0,0,0,1,0,0,0,0.04766238959386951,1649,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,31,2.0,Email Opened,Saudi Arabia,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Might be,0,0,Select,Mumbai,1,3,10.0,18.0,0,1,Email Opened,0,0,0,0,0,1,0,0.04748592349436384,1650,Cold,0
Landing Page Submission,Google,0,0,4,60,4.0,SMS Sent,India,Human Resource Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,18.0,0,0,SMS Sent,0,0,0,1,0,0,0,0.04727755818815237,1651,Cold,0
Landing Page Submission,Direct Traffic,0,0,1,40,1.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,Worst,0,0,Other Leads,Mumbai,1,3,11.0,18.0,0,1,Modified,0,0,0,0,0,1,0,0.04709880113723107,1652,Cold,0
Lead Import,Facebook,0,0,,103,,,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Might be,0,0,Select,Mumbai,2,2,13.0,15.0,0,0,Modified,0,1,1,0,0,1,0,0.046881062710802515,1653,Cold,0
Landing Page Submission,Google,0,0,4,48,2.0,SMS Sent,India,Finance Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,18.0,0,0,SMS Sent,0,0,0,1,0,0,0,0.04681073490333582,1654,Cold,0
Landing Page Submission,Direct Traffic,1,0,5,29,5.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Other Leads,Mumbai,,,,,0,1,Modified,0,0,0,0,0,1,1,0.04676359468423636,1655,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,185,2.0,Email Bounced,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,opp hangup,,0,0,Select,Thane & Outskirts,2,3,13.0,17.0,0,1,Modified,0,0,0,0,0,1,0,0.0466476112056947,1656,Cold,0
API,Google,0,0,4,15,4.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,,0,0,Select,,1,2,10.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.04663015097543612,1657,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,147,4.0,Email Opened,India,E-COMMERCE,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,2,14.0,15.0,0,1,Email Opened,0,0,0,1,0,1,0,0.0464067151014173,1658,Cold,0
API,Referral Sites,0,0,3,64,3.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,,0,0,Select,,2,2,14.0,13.0,0,0,Modified,0,0,1,0,1,1,0,0.04636414519306705,1659,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,413,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Not Sure,0,0,Select,Mumbai,2,3,13.0,18.0,0,1,Modified,0,0,0,0,0,1,0,0.04626285674755771,1660,Cold,0
API,Organic Search,1,0,2,342,2.0,SMS Sent,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,0,0,Modified,0,0,1,1,1,1,1,0.046160978091570326,1661,Cold,1
API,Google,0,0,3,107,3.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,Select,,2,2,13.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.046002331339870334,1662,Cold,0
API,Google,0,0,1,164,1.0,Converted to Lead,India,,,,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,,,2,2,14.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.04589749814678908,1663,Cold,0
Landing Page Submission,Direct Traffic,0,0,1,438,1.0,Converted to Lead,India,Marketing Management,Unemployed,Other,0,0,0,0,0,0,0,0,Graduation in progress,Worst,0,0,Select,Mumbai,1,3,11.0,18.0,0,0,Modified,0,0,0,0,0,1,0,0.04577093156300602,1664,Cold,0
Landing Page Submission,Google,0,0,5,87,2.5,Email Opened,India,Marketing Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,18.0,0,0,Email Opened,0,0,0,1,0,0,0,0.04574644582861465,1665,Cold,0
Landing Page Submission,Organic Search,0,0,5,124,2.5,SMS Sent,India,Media and Advertising,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,17.0,0,0,Modified,0,0,0,1,0,0,0,0.045463634637859886,1666,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,326,3.0,SMS Sent,India,Hospitality Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,2,14.0,15.0,0,1,Modified,0,0,0,1,0,1,0,0.04529291197584256,1667,Cold,0
Landing Page Submission,Organic Search,0,0,9,113,2.25,Email Opened,India,Human Resource Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,18.0,0,1,Modified,0,0,0,1,0,1,0,0.0450216481603407,1668,Cold,0
API,Google,0,0,1,54,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Other Leads,,2,2,14.0,14.0,0,0,Modified,0,0,1,0,1,1,0,0.04500635049610892,1669,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,362,2.0,SMS Sent,India,Services Excellence,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,2,14.0,15.0,0,1,Modified,0,0,0,1,0,1,0,0.0448472504783919,1670,Cold,0
API,Organic Search,0,0,7,133,3.5,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Might be,0,0,Select,,2,2,13.0,15.0,0,0,Email Opened,0,0,1,0,1,1,0,0.04459124139415774,1671,Cold,0
Landing Page Submission,Google,0,0,6,63,6.0,Email Opened,India,Human Resource Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,18.0,0,0,Modified,0,0,0,1,0,0,0,0.04443925149722519,1672,Cold,0
Landing Page Submission,Direct Traffic,1,0,3,118,3.0,Email Bounced,United States,E-COMMERCE,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Select,Mumbai,2,2,14.0,15.0,0,0,Modified,0,0,0,0,0,1,0,0.044400306078608086,1673,Cold,0
API,Organic Search,0,0,6,371,3.0,Email Opened,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.0440359470152136,1674,Cold,0
API,Google,0,0,3,382,1.5,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,13.0,18.0,0,0,Email Opened,0,0,0,0,0,0,0,0.043912103164027216,1675,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,159,3.0,Email Opened,Philippines,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Cities,1,2,10.0,16.0,0,1,Email Opened,0,0,0,0,0,1,0,0.04375127441874057,1676,Cold,0
Landing Page Submission,Direct Traffic,1,0,6,134,6.0,Page Visited on Website,,Operations Management,,,0,0,0,0,0,0,0,0,,,0,0,,Tier II Cities,,,,,0,0,Modified,0,0,0,1,0,1,1,0.04365689377422157,1677,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,25,2.0,Page Visited on Website,India,Healthcare Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,2,15.0,15.0,0,1,Page Visited on Website,0,0,0,1,0,1,0,0.04330064826476024,1678,Cold,0
Landing Page Submission,Google,0,0,2,51,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,2,3,13.0,18.0,0,0,Email Opened,0,0,0,0,0,0,0,0.043275670486990284,1679,Cold,0
Landing Page Submission,Google,0,0,2,389,2.0,Email Opened,Singapore,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,2,3,13.0,18.0,0,0,Modified,0,0,0,0,0,0,0,0.04307857105324321,1680,Cold,0
Landing Page Submission,Google,0,0,1,302,1.0,Converted to Lead,India,Human Resource Management,,,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,,Thane & Outskirts,2,3,14.0,17.0,0,0,Modified,0,0,0,1,0,0,0,0.04307660118770362,1681,Cold,0
API,Google,0,0,1,362,1.0,Converted to Lead,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Other Leads,,2,2,14.0,14.0,0,0,Modified,0,0,0,0,1,1,0,0.042108932780457395,1682,Cold,0
Landing Page Submission,Google,0,0,3,293,3.0,Form Submitted on Website,India,Marketing Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,1,3,12.0,18.0,0,0,Modified,0,0,0,1,0,0,0,0.04205255338414928,1683,Cold,0
API,Google,0,0,7,333,7.0,Email Opened,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,15.0,0,0,Email Opened,0,0,1,1,1,1,0,0.042025382280712016,1684,Cold,0
Landing Page Submission,Google,0,0,4,137,2.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,Worst,0,0,Other Leads,Mumbai,1,3,12.0,18.0,0,0,Email Opened,0,0,0,0,0,0,0,0.041873270002396996,1685,Cold,0
Landing Page Submission,Organic Search,0,0,8,327,2.67,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,wrong number given,Not Sure,0,0,Select,Other Metro Cities,2,2,13.0,14.0,0,1,SMS Sent,0,0,0,0,0,1,0,0.041829537928382905,1686,Cold,0
Landing Page Submission,Google,0,0,2,56,2.0,Email Bounced,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,,0,0,Select,Mumbai,1,2,12.0,15.0,0,0,Modified,0,0,1,0,0,0,0,0.04165093840825822,1687,Cold,0
Landing Page Submission,Organic Search,1,0,4,252,4.0,Email Bounced,India,Finance Management,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,,,,,0,1,Modified,0,0,0,1,0,1,1,0.04149782174467727,1688,Cold,0
Landing Page Submission,Organic Search,0,0,5,255,2.5,SMS Sent,India,Human Resource Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,1,Modified,0,0,0,1,0,1,0,0.04141667317026843,1689,Cold,0
Landing Page Submission,Google,0,0,2,169,2.0,Email Opened,India,Finance Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,2,3,13.0,17.0,0,0,Modified,0,0,0,1,0,0,0,0.04129943186302378,1690,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,119,2.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Potential Lead,Mumbai,2,3,15.0,17.0,0,1,Page Visited on Website,0,0,0,0,0,1,0,0.04118028019387666,1691,Cold,0
Landing Page Submission,Google,0,0,2,391,2.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,Worst,0,0,Other Leads,Mumbai,1,3,11.0,18.0,0,0,Modified,0,0,0,0,0,0,0,0.040773948683121196,1692,Cold,0
API,Organic Search,0,0,7,384,3.5,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Not Sure,0,0,Select,,2,2,13.0,15.0,0,0,Email Opened,0,0,1,0,1,1,0,0.04069724623081627,1693,Cold,0
Landing Page Submission,Google,0,0,4,117,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Might be,0,0,Select,Mumbai,1,3,12.0,18.0,0,0,SMS Sent,0,0,0,0,0,0,0,0.04068987825975938,1694,Cold,1
Landing Page Submission,Direct Traffic,0,0,3,39,3.0,Converted to Lead,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,2,14.0,15.0,0,0,Modified,0,0,0,1,0,0,0,0.04045170985636328,1695,Cold,0
Lead Import,Facebook,0,0,,238,,,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Low in Relevance,0,0,Select,Other Cities of Maharashtra,2,2,13.0,14.0,0,0,Modified,0,1,1,0,0,1,0,0.04028672607016617,1696,Cold,0
API,Google,0,0,2,158,1.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,,1,2,11.0,14.0,0,0,Modified,0,0,1,0,1,1,0,0.03998646776929724,1697,Cold,0
API,Olark Chat,0,0,3,15,1.5,Email Opened,India,Human Resource Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,1,2,12.0,16.0,0,1,Email Opened,0,0,0,1,0,1,0,0.039099814033950235,1698,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,4,2.0,Email Opened,India,Rural and Agribusiness,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities of Maharashtra,2,2,14.0,14.0,0,1,Email Opened,0,0,0,1,0,1,0,0.03907091498463371,1699,Cold,0
Landing Page Submission,Organic Search,1,0,15,239,3.75,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Not Sure,0,0,Other Leads,Thane & Outskirts,3,2,17.0,14.0,0,1,Modified,0,0,0,0,0,1,0,0.038778387179201665,1700,Cold,0
Landing Page Submission,Google,0,0,4,144,4.0,Email Opened,India,Operations Management,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities of Maharashtra,2,3,13.0,17.0,0,0,Email Opened,0,0,0,1,0,0,0,0.038767468761291224,1701,Cold,0
Landing Page Submission,Google,0,0,2,250,2.0,Had a Phone Conversation,India,Marketing Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,2,3,13.0,17.0,0,0,Had a Phone Conversation,0,0,0,1,0,0,0,0.03872261618218877,1702,Cold,0
API,Google,0,0,7,207,3.5,Email Opened,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,15.0,0,0,Email Opened,0,0,1,1,1,1,0,0.038714798639012164,1703,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,1,2,12.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.038513646860457953,1704,Cold,0
Landing Page Submission,Organic Search,0,0,5,164,1.67,Email Opened,India,Human Resource Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,1,Email Opened,0,0,0,1,0,1,0,0.03841343766489527,1705,Cold,0
API,Organic Search,0,0,6,45,3.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,,0,0,Select,,1,2,11.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.03838565846816416,1706,Cold,0
Landing Page Submission,Google,0,0,5,28,2.5,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,,0,0,Select,Mumbai,1,3,11.0,18.0,0,0,Modified,0,0,0,0,0,0,0,0.038270405779971366,1707,Cold,0
Landing Page Submission,Organic Search,1,0,17,96,5.67,SMS Sent,Saudi Arabia,Retail Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Might be,0,0,Select,Other Cities,2,2,15.0,16.0,0,1,SMS Sent,0,0,0,0,0,1,0,0.038088618668106644,1708,Cold,0
API,Organic Search,1,0,2,261,2.0,Email Bounced,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.03781879119659861,1709,Cold,0
API,Google,0,0,4,113,4.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,,1,2,11.0,15.0,0,0,Email Link Clicked,0,0,1,0,1,1,0,0.03759703371945548,1710,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,267,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Not Sure,0,0,Select,Mumbai,2,3,13.0,18.0,0,0,SMS Sent,0,0,0,0,0,1,0,0.03758279483505409,1711,Cold,0
Landing Page Submission,Organic Search,1,0,10,408,3.33,Page Visited on Website,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Not Sure,0,0,Select,Other Metro Cities,1,3,12.0,18.0,0,1,Page Visited on Website,0,0,0,0,0,1,0,0.03742956380458455,1712,Cold,0
Landing Page Submission,Direct Traffic,1,0,1,2,1.0,Email Bounced,India,,Student,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,,,,,0,0,Modified,0,0,1,0,0,1,1,0.03702412624527544,1713,Cold,0
API,Google,1,0,2,86,1.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,,3,2,17.0,14.0,0,0,Modified,0,0,1,0,1,1,0,0.036948859316157136,1714,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,13,2.0,Email Opened,India,"Banking, Investment And Insurance",,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,1,Email Opened,0,0,0,1,0,1,0,0.036756652617544155,1715,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,165,2.0,Email Bounced,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,,,,,0,1,Modified,0,0,0,1,0,1,1,0.03619515937081934,1716,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,18,2.0,Email Bounced,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Other Leads,Other Cities of Maharashtra,2,2,15.0,14.0,0,1,Modified,0,0,0,0,0,1,0,0.03595492306167614,1717,Cold,0
